7.382410475705688668e+01,1.104907488965792481e+02,1.797658824154153194e+02,9.654851878690837452e+01,1.338800340899204571e+02,1.432623787979989345e+02,1.014576110139882417e+02,1.835248858082016454e+02,1.686835244600576402e+02,1.751136602427218349e+02
7.854954733110115228e+01,1.014688317042312349e+02,1.780362899394634724e+02,1.055146765742672130e+02,1.346785868625227920e+02,1.460863233323435679e+02,9.815773169905453699e+01,1.793508791589532336e+02,1.528682346570271022e+02,1.808510073363298432e+02
9.005309767009558186e+01,1.045777810608015557e+02,1.735325893172451686e+02,1.029926949629046362e+02,9.521188264462395523e+01,1.469255105471618492e+02,1.000528637777959489e+02,1.864701331295284490e+02,1.424293597255247334e+02,1.888972383479094219e+02
7.450123888677580908e+01,1.060038404293236027e+02,1.771753609308841533e+02,1.011671929844392679e+02,1.191081788818105451e+02,1.453849389643598329e+02,1.031682122141803006e+02,1.798525750424656167e+02,1.613076122735633930e+02,1.759468764509109064e+02
7.962811870783434642e+01,1.112420451694338084e+02,1.663279876111923556e+02,9.677796362844709677e+01,1.263018635388004896e+02,1.334846528925076257e+02,1.046096187468351104e+02,1.730505779432771760e+02,1.640273400297987223e+02,1.636050118026669509e+02
8.642417952615849686e+01,1.020271529052440513e+02,1.767157935959558301e+02,1.054756293167852874e+02,1.366694095956952424e+02,1.360698314859205311e+02,1.034454694307524392e+02,1.792431231363777329e+02,1.556628086624730258e+02,1.816075574922465989e+02
7.859927692401294053e+01,1.060386030239906461e+02,1.759589421842758838e+02,1.009626207558579551e+02,1.057643392824537614e+02,1.466496458984257174e+02,1.015266220622137894e+02,1.875845175277137002e+02,1.532841147931911223e+02,1.866009344476615581e+02
7.192998863353031425e+01,1.211427162437813081e+02,1.741059567459324740e+02,8.686062470354582388e+01,1.405117554338100376e+02,1.506587102015616040e+02,1.090337303538491938e+02,1.847539881366286068e+02,1.755287478925914684e+02,1.612168559912572050e+02
9.012070249509091013e+01,9.328887554861896092e+01,1.734408309468646223e+02,1.142778287087126898e+02,1.414017864230922612e+02,1.314203520208021416e+02,9.754191532949110410e+01,1.678972770376811638e+02,1.472062043953688431e+02,1.777066041343006191e+02
7.558153407650839029e+01,1.035129714662997316e+02,1.868533816602903812e+02,1.038912431956283342e+02,1.241872538856471948e+02,1.279901330015787551e+02,9.303709691002610782e+01,1.753536047527815356e+02,1.706893492365529141e+02,1.698971309576685371e+02
7.994075282759699519e+01,1.017975858091558621e+02,1.754808308094911240e+02,1.051858280351331985e+02,1.274236434682903791e+02,1.639747010405938852e+02,9.459474747419001517e+01,1.838255904166738048e+02,1.504834989568665264e+02,1.863613746457626803e+02
8.339709490200661435e+01,9.443428301098455790e+01,1.750808588860223551e+02,1.126083626810865610e+02,1.029071812428303758e+02,1.462959060237148208e+02,8.631647541800313661e+01,1.663794444433597448e+02,1.437524041745094223e+02,1.832243848133258268e+02
8.252946317414000532e+01,9.317827489380125883e+01,1.841667005933547046e+02,1.149828851546366053e+02,1.250979165111828877e+02,1.298279612567401387e+02,8.808336076642913781e+01,1.706316835714231388e+02,1.451672323764816781e+02,1.845563644401018450e+02
7.282830124339221811e+01,1.231297650979804246e+02,1.831717103991461499e+02,8.385137109052320170e+01,1.436294994715100302e+02,1.398446282057495864e+02,1.154872119223537368e+02,1.871196046115852596e+02,1.891335134934993789e+02,1.627304486016712417e+02
8.054647265050624583e+01,1.068281823149215342e+02,1.731328017991985746e+02,1.002067852674476711e+02,1.344761993868608272e+02,1.477698912565794558e+02,9.640878653027618839e+01,1.723287581635515266e+02,1.632557997577679600e+02,1.653852537397061155e+02
7.571604244508878878e+01,9.924741452215499748e+01,1.789014270779566118e+02,1.077520837203536246e+02,1.165274924735211073e+02,1.479709107315543122e+02,8.812745472713919526e+01,1.723550358967760019e+02,1.533627208551633316e+02,1.792803266114829626e+02
8.398520044341113078e+01,1.065360949571095972e+02,1.753112322264904606e+02,1.005548699457736035e+02,1.542443003010027951e+02,1.522764133945211995e+02,1.085996841748296760e+02,1.875304324535129297e+02,1.643235726410172219e+02,1.835077124634931920e+02
8.576446073962523542e+01,7.411122855521800545e+01,1.775073165513842355e+02,1.334111339804360625e+02,1.116410998833999315e+02,1.469825515779382954e+02,6.573289181988764085e+01,1.621875183171461572e+02,1.121576448177073360e+02,1.895342268162355879e+02
8.442079797487231474e+01,9.318343590284189304e+01,1.798038568099586882e+02,1.144914616065466930e+02,1.173349853563485823e+02,1.416156816506035341e+02,9.051389829967939704e+01,1.645011717033138439e+02,1.544800983116748228e+02,1.795720788580455292e+02
